comando_inicial,frase,direccion,velocidad,estado_silla
Silla,ve al lado izquierdo con mas velocidad,izquierda,Rapido,prendida
Silla,apaga en friega,apagar,,apagada
Silla,da vuelta al lado derecho normal,derecha,Normal,prendida
Silla,ponte en reversa lento,atras,Lento,prendida
Silla,arrancate para adelante suavecito,adelante,Lento,prendida
Silla,dobla hacia la derecha con cuidado,derecha,Lento,prendida
Silla,con mas velocidad ahorita,velocidad,Rapido,prendida
Silla,echale de reversa mas rapido,atras,Rapido,prendida
Silla,quedate quieta,detener,,prendida
Silla,subele la velocidad ya,velocidad,Rapido,prendida
Silla,sigue de frente con calma,adelante,Lento,prendida
Silla,arrancate para atras rapido,atras,Rapido,prendida
Silla,muevete pa' la derecha a velocidad normal,derecha,Normal,prendida
Silla,ve a la derecha,derecha,Normal,prendida
Silla,rueda al frente suavecito,adelante,Lento,prendida
Silla,hacia atras lento,atras,Lento,prendida
Silla,muevete hacia adelante apurate,adelante,Rapido,prendida
Silla,muevete al frente,adelante,Normal,prendida
Silla,lento,velocidad,Lento,prendida
Silla,voltea a la izquierda despacio,izquierda,Lento,prendida
Silla,da marcha atras normal,atras,Normal,prendida
Silla,dale al frente,adelante,Normal,prendida
Silla,inicia en friega,prender,,prendida
Silla,dobla hacia la izquierda,izquierda,Normal,prendida
Silla,de frente rapido,adelante,Rapido,prendida
Silla,adelantate a velocidad normal,adelante,Normal,prendida
Silla,dobla pa' la izquierda rapido,izquierda,Rapido,prendida
Silla,ponte en reversa con cuidado,atras,Lento,prendida
Silla,regresate despacio,atras,Lento,prendida
Silla,velocidad normal,velocidad,Normal,prendida
Silla,continua para adelante,adelante,Normal,prendida
Silla,toca el claxon ahorita,claxon,,prendida
Silla,echale derecho normal,adelante,Normal,prendida
Silla,arrancate pa' atras,atras,Normal,prendida
Silla,camina hacia enfrente suavecito,adelante,Lento,prendida
Silla,rueda hacia atras despacito,atras,Lento,prendida
Silla,para enfrente normal,adelante,Normal,prendida
Silla,ponte en reversa mete velocidad,atras,Rapido,prendida
Silla,hacia la derecha despacito,derecha,Lento,prendida
Silla,voltea al lado izquierdo,izquierda,Normal,prendida
Silla,para la izquierda despacio,izquierda,Lento,prendida
Silla,pa' la izquierda a velocidad normal,izquierda,Normal,prendida
Silla,claxon,claxon,,prendida
Silla,para la derecha normal,derecha,Normal,prendida
Silla,voltea al lado derecho,derecha,Normal,prendida
Silla,apagate ya,apagar,,apagada
Silla,regresate de reversa despacito,atras,Lento,prendida
Silla,ve hacia la izquierda suavecito,izquierda,Lento,prendida
Silla,da vuelta hacia la derecha con calma,derecha,Lento,prendida
Silla,ve de reversa a velocidad normal,atras,Normal,prendida
Silla,aumenta la velocidad en este momento,velocidad,Rapido,prendida
Silla,aumenta la velocidad ahorita,velocidad,Rapido,prendida
Silla,gira a la izquierda mete velocidad,izquierda,Rapido,prendida
Silla,hazte para atras,atras,Normal,prendida
Silla,ponte en reversa despacito,atras,Lento,prendida
Silla,rueda pa' atras con calma,atras,Lento,prendida
Silla,gira al lado izquierdo mas rapido,izquierda,Rapido,prendida
Silla,mete mas velocidad de inmediato,velocidad,Rapido,prendida
Silla,para la derecha lento,derecha,Lento,prendida
Silla,gira pa' la izquierda rapido,izquierda,Rapido,prendida
Silla,sigue derecho mas rapido,adelante,Rapido,prendida
Silla,rueda hacia adelante suavecito,adelante,Lento,prendida
Silla,continua para adelante apurate,adelante,Rapido,prendida
Silla,sigue derecho mete velocidad,adelante,Rapido,prendida
Silla,muevete hacia la izquierda apurate,izquierda,Rapido,prendida
Silla,camina hacia enfrente con cuidado,adelante,Lento,prendida
Silla,ve derecho normal,adelante,Normal,prendida
Silla,arrancate para atras,atras,Normal,prendida
Silla,acelera,velocidad,Rapido,prendida
Silla,muevete a la izquierda rapido,izquierda,Rapido,prendida
Silla,rueda hacia atras tranqui,atras,Lento,prendida
Silla,ponte en reversa,atras,Normal,prendida
Silla,stop,detener,,prendida
Silla,camina hacia enfrente despacio,adelante,Lento,prendida
Silla,sigue hacia atras a velocidad normal,atras,Normal,prendida
Silla,muevete de frente,adelante,Normal,prendida
Silla,a la izquierda a velocidad normal,izquierda,Normal,prendida
Silla,dobla pa' la derecha normal,derecha,Normal,prendida
Silla,muevete para adelante suavecito,adelante,Lento,prendida
Silla,da vuelta hacia la derecha apurate,derecha,Rapido,prendida
Silla,ve al frente despacio,adelante,Lento,prendida
Silla,al lado izquierdo rapido,izquierda,Rapido,prendida
Silla,arrancate al frente despacito,adelante,Lento,prendida
Silla,hacia atras,atras,Normal,prendida
Silla,voltea al lado izquierdo con cuidado,izquierda,Lento,prendida
Silla,para enfrente apurate,adelante,Rapido,prendida
Silla,muevete hacia la izquierda rapido,izquierda,Rapido,prendida
Silla,parate de una,detener,,prendida
Silla,para la derecha mas rapido,derecha,Rapido,prendida
Silla,echale hacia adelante rapido,adelante,Rapido,prendida
Silla,dobla hacia la izquierda rapido,izquierda,Rapido,prendida
Silla,gira a la izquierda lento,izquierda,Lento,prendida
Silla,retrocede con calma,atras,Lento,prendida
Silla,da vuelta al lado izquierdo con cuidado,izquierda,Lento,prendida
Silla,dobla al lado derecho apurate,derecha,Rapido,prendida
Silla,gira para la izquierda tranqui,izquierda,Lento,prendida
Silla,ve a la izquierda lento,izquierda,Lento,prendida
Silla,para enfrente rapido,adelante,Rapido,prendida
Silla,echale en reversa,atras,Normal,prendida
Silla,al frente despacito,adelante,Lento,prendida
Silla,apurate,velocidad,Rapido,prendida
Silla,dale de reversa,atras,Normal,prendida
Silla,ve pa' la derecha con mas velocidad,derecha,Rapido,prendida
Silla,para la derecha a velocidad normal,derecha,Normal,prendida
Silla,ve al lado izquierdo tranqui,izquierda,Lento,prendida
Silla,camina hacia enfrente mas rapido,adelante,Rapido,prendida
Silla,suena el claxon ahorita,claxon,,prendida
Silla,ve de frente despacito,adelante,Lento,prendida
Silla,gira al lado izquierdo,izquierda,Normal,prendida
Silla,tuerce hacia la izquierda,izquierda,Normal,prendida
Silla,muevete a la izquierda apurate,izquierda,Rapido,prendida
Silla,parate ya en friega,detener,,prendida
Silla,desacelera en friega,velocidad,Lento,prendida
Silla,rueda en reversa,atras,Normal,prendida
Silla,con mas velocidad,velocidad,Rapido,prendida
Silla,al frente suavecito,adelante,Lento,prendida
Silla,sigue derecho a velocidad normal,adelante,Normal,prendida
Silla,pa' atras suavecito,atras,Lento,prendida
Silla,llegale para enfrente suavecito,adelante,Lento,prendida
Silla,mete velocidad,velocidad,Rapido,prendida
Silla,tuerce hacia la izquierda apurate,izquierda,Rapido,prendida
Silla,da vuelta para la izquierda lento,izquierda,Lento,prendida
Silla,cierra en corto,apagar,,apagada
Silla,a la izquierda normal,izquierda,Normal,prendida
Silla,echale de frente,adelante,Normal,prendida
Silla,hazte para atras con mas velocidad,atras,Rapido,prendida
Silla,ve a la izquierda mete velocidad,izquierda,Rapido,prendida
Silla,al frente tranqui,adelante,Lento,prendida
Silla,de reversa rapido,atras,Rapido,prendida
Silla,para la izquierda a velocidad normal,izquierda,Normal,prendida
Silla,detente ahorita,detener,,prendida
Silla,detencion en friega,detener,,prendida
Silla,sigue hacia adelante apurate,adelante,Rapido,prendida
Silla,echale para atras despacito,atras,Lento,prendida
Silla,para al tiro,detener,,prendida
Silla,con calma en friega,velocidad,Lento,prendida
Silla,corta al tiro,detener,,prendida
Silla,a la izquierda mas rapido,izquierda,Rapido,prendida
Silla,echale hacia atras lento,atras,Lento,prendida
Silla,da vuelta al lado derecho con mas velocidad,derecha,Rapido,prendida
Silla,tuerce para la derecha a velocidad normal,derecha,Normal,prendida
Silla,dobla al lado izquierdo con mas velocidad,izquierda,Rapido,prendida
Silla,echale hacia atras,atras,Normal,prendida
Silla,muevete en reversa,atras,Normal,prendida
Silla,dale pa' atras,atras,Normal,prendida
Silla,pa' la izquierda mas rapido,izquierda,Rapido,prendida
Silla,sigue de frente normal,adelante,Normal,prendida
Silla,llegale para atras,atras,Normal,prendida
Silla,rueda hacia atras lento,atras,Lento,prendida
Silla,para atras lento,atras,Lento,prendida
Silla,arrancate de reversa,atras,Normal,prendida
Silla,apagate,apagar,,apagada
Silla,da vuelta para la izquierda con calma,izquierda,Lento,prendida
Silla,regresate apurate,atras,Rapido,prendida
Silla,continua hacia atras,atras,Normal,prendida
Silla,detencion total de una,detener,,prendida
Silla,velocidad normal en friega,velocidad,Normal,prendida
Silla,ponte en reversa apurate,atras,Rapido,prendida
Silla,para la izquierda apurate,izquierda,Rapido,prendida
Silla,arrancate derecho,adelante,Normal,prendida
Silla,dobla pa' la derecha apurate,derecha,Rapido,prendida
Silla,ve despacio ahorita,velocidad,Lento,prendida
Silla,pa' la izquierda rapido,izquierda,Rapido,prendida
Silla,da vuelta a la derecha rapido,derecha,Rapido,prendida
Silla,frena en caliente,detener,,prendida
Silla,derecho a velocidad normal,adelante,Normal,prendida
Silla,dobla hacia la izquierda normal,izquierda,Normal,prendida
Silla,muevete de reversa con cuidado,atras,Lento,prendida
Silla,llegale para adelante normal,adelante,Normal,prendida
Silla,da vuelta para la izquierda apurate,izquierda,Rapido,prendida
Silla,gira a la izquierda,izquierda,Normal,prendida
Silla,para la izquierda con cuidado,izquierda,Lento,prendida
Silla,ve de frente,adelante,Normal,prendida
Silla,claxon de una,claxon,,prendida
Silla,muevete al lado derecho con mas velocidad,derecha,Rapido,prendida
Silla,suena el claxon ya,claxon,,prendida
Silla,dobla pa' la izquierda con calma,izquierda,Lento,prendida
Silla,dobla a la derecha,derecha,Normal,prendida
Silla,frena ahorita,detener,,prendida
Silla,gira a la derecha despacio,derecha,Lento,prendida
Silla,dobla a la izquierda normal,izquierda,Normal,prendida
Silla,continua hacia adelante mete velocidad,adelante,Rapido,prendida
Silla,mas lento ya,velocidad,Lento,prendida
Silla,hacia adelante rapido,adelante,Rapido,prendida
Silla,da marcha atras lento,atras,Lento,prendida
Silla,para enfrente con cuidado,adelante,Lento,prendida
Silla,mas rapido de una,velocidad,Rapido,prendida
Silla,regresate en reversa,atras,Normal,prendida
Silla,da vuelta pa' la izquierda lento,izquierda,Lento,prendida
Silla,gira pa' la derecha,derecha,Normal,prendida
Silla,hacia la izquierda tranqui,izquierda,Lento,prendida
Silla,tuerce hacia la derecha apurate,derecha,Rapido,prendida
Silla,ve hacia atras normal,atras,Normal,prendida
Silla,rueda hacia adelante mete velocidad,adelante,Rapido,prendida
Silla,manten velocidad normal ahorita,velocidad,Normal,prendida
Silla,sigue en reversa apurate,atras,Rapido,prendida
Silla,ponte en reversa normal,atras,Normal,prendida
Silla,tuerce al lado izquierdo apurate,izquierda,Rapido,prendida
Silla,da vuelta a la derecha mas rapido,derecha,Rapido,prendida
Silla,adelantate rapido,adelante,Rapido,prendida
Silla,continua en reversa con mas velocidad,atras,Rapido,prendida
Silla,rueda para enfrente,adelante,Normal,prendida
Silla,hacia la derecha mete velocidad,derecha,Rapido,prendida
Silla,ve hacia la derecha despacito,derecha,Lento,prendida
Silla,derecho,adelante,Normal,prendida
Silla,al lado izquierdo mas rapido,izquierda,Rapido,prendida
Silla,muevete al lado izquierdo,izquierda,Normal,prendida
Silla,parale en friega,detener,,prendida
Silla,ve derecho,adelante,Normal,prendida
Silla,voltea al lado izquierdo despacio,izquierda,Lento,prendida
Silla,arrancate hacia adelante con cuidado,adelante,Lento,prendida
Silla,para enfrente despacio,adelante,Lento,prendida
Silla,para todo ahora,detener,,prendida
Silla,hazte para atras despacio,atras,Lento,prendida
Silla,da vuelta al lado derecho con calma,derecha,Lento,prendida
Silla,dale pa' atras rapido,atras,Rapido,prendida
Silla,a la izquierda,izquierda,Normal,prendida
Silla,arranca de una,prender,,prendida
Silla,muevete para enfrente con cuidado,adelante,Lento,prendida
Silla,no tan rapido en este momento,velocidad,Lento,prendida
Silla,muevete pa' la izquierda a velocidad normal,izquierda,Normal,prendida
Silla,mas rapido ahorita,velocidad,Rapido,prendida
Silla,dobla al lado derecho,derecha,Normal,prendida
Silla,muevete pa' la izquierda suavecito,izquierda,Lento,prendida
Silla,da vuelta hacia la izquierda rapido,izquierda,Rapido,prendida
Silla,rueda para adelante con cuidado,adelante,Lento,prendida
Silla,rueda derecho mas rapido,adelante,Rapido,prendida
Silla,pa' la izquierda con calma,izquierda,Lento,prendida
Silla,gira hacia la derecha,derecha,Normal,prendida
Silla,desconectate ahora,apagar,,apagada
Silla,rueda hacia adelante con cuidado,adelante,Lento,prendida
Silla,continua al frente con mas velocidad,adelante,Rapido,prendida
Silla,al frente con mas velocidad,adelante,Rapido,prendida
Silla,adelantate apurate,adelante,Rapido,prendida
Silla,hacia la izquierda lento,izquierda,Lento,prendida
Silla,adelantate mete velocidad,adelante,Rapido,prendida
Silla,hazte para atras normal,atras,Normal,prendida
Silla,da vuelta a la derecha normal,derecha,Normal,prendida
Silla,ve pa' la izquierda,izquierda,Normal,prendida
Silla,da vuelta a la izquierda a velocidad normal,izquierda,Normal,prendida
Silla,da vuelta a la derecha mete velocidad,derecha,Rapido,prendida
Silla,tranqui,velocidad,Lento,prendida
Silla,muevete a la izquierda con cuidado,izquierda,Lento,prendida
Silla,llegale derecho con cuidado,adelante,Lento,prendida
Silla,rueda de frente apurate,adelante,Rapido,prendida
Silla,parate en caliente,detener,,prendida
Silla,avanza rapido,adelante,Rapido,prendida
Silla,mas lento,velocidad,Lento,prendida
Silla,llegale para enfrente despacio,adelante,Lento,prendida
Silla,tuerce pa' la derecha despacio,derecha,Lento,prendida
Silla,camina hacia enfrente con mas velocidad,adelante,Rapido,prendida
Silla,con mas velocidad ahora,velocidad,Rapido,prendida
Silla,da vuelta pa' la izquierda con mas velocidad,izquierda,Rapido,prendida
Silla,aumenta la velocidad de inmediato,velocidad,Rapido,prendida
Silla,al lado derecho apurate,derecha,Rapido,prendida
Silla,muevete a la derecha normal,derecha,Normal,prendida
Silla,da marcha atras da marcha atras,atras,Normal,prendida
Silla,echale hacia adelante lento,adelante,Lento,prendida
Silla,adelantate despacito,adelante,Lento,prendida
Silla,dobla a la izquierda despacito,izquierda,Lento,prendida
Silla,echale en reversa con calma,atras,Lento,prendida
Silla,con mas velocidad de una,velocidad,Rapido,prendida
Silla,sigue para atras,atras,Normal,prendida
Silla,ve para la izquierda con cuidado,izquierda,Lento,prendida
Silla,arrancate para adelante normal,adelante,Normal,prendida
Silla,ve al lado izquierdo,izquierda,Normal,prendida
Silla,echale de reversa lento,atras,Lento,prendida
Silla,apaga de una,apagar,,apagada
Silla,dobla al lado izquierdo,izquierda,Normal,prendida
Silla,da vuelta al lado izquierdo con mas velocidad,izquierda,Rapido,prendida
Silla,cortale al tiro,detener,,prendida
Silla,echale derecho con mas velocidad,adelante,Rapido,prendida
Silla,sigue derecho suavecito,adelante,Lento,prendida
Silla,echale de frente mas rapido,adelante,Rapido,prendida
Silla,inicia en corto,prender,,prendida
Silla,da vuelta a la izquierda despacio,izquierda,Lento,prendida
Silla,hacia adelante con mas velocidad,adelante,Rapido,prendida
Silla,dobla hacia la izquierda despacio,izquierda,Lento,prendida
Silla,muevete de frente mas rapido,adelante,Rapido,prendida
Silla,muevete para la derecha mete velocidad,derecha,Rapido,prendida
Silla,para atras con calma,atras,Lento,prendida
Silla,da vuelta a la izquierda con calma,izquierda,Lento,prendida
Silla,rueda para atras,atras,Normal,prendida
Silla,dobla pa' la derecha mete velocidad,derecha,Rapido,prendida
Silla,para todo ahorita,detener,,prendida
Silla,retrocede mete velocidad,atras,Rapido,prendida
Silla,parate ya,detener,,prendida
Silla,rueda derecho rapido,adelante,Rapido,prendida
Silla,avanza con calma,adelante,Lento,prendida
Silla,arrancate para adelante con calma,adelante,Lento,prendida
Silla,haz sonar el claxon ahora,claxon,,prendida
Silla,en reversa apurate,atras,Rapido,prendida
Silla,muevete pa' atras tranqui,atras,Lento,prendida
Silla,cortale de una,detener,,prendida
Silla,prendete de una,prender,,prendida
Silla,pa' la derecha mas rapido,derecha,Rapido,prendida
Silla,aumenta la velocidad en corto,velocidad,Rapido,prendida
Silla,para enfrente suavecito,adelante,Lento,prendida
Silla,gira para la izquierda despacio,izquierda,Lento,prendida
Silla,rueda hacia atras con calma,atras,Lento,prendida
Silla,continua al frente con cuidado,adelante,Lento,prendida
Silla,da vuelta pa' la izquierda con cuidado,izquierda,Lento,prendida
Silla,rueda hacia adelante despacio,adelante,Lento,prendida
Silla,mas rapido en corto,velocidad,Rapido,prendida
Silla,arrancate hacia adelante,adelante,Normal,prendida
Silla,hacia adelante lento,adelante,Lento,prendida
Silla,gira a la derecha a velocidad normal,derecha,Normal,prendida
Silla,cierra ahorita,apagar,,apagada
Silla,voltea hacia la izquierda lento,izquierda,Lento,prendida
Silla,a la izquierda tranqui,izquierda,Lento,prendida
Silla,muevete hacia la derecha mas rapido,derecha,Rapido,prendida
Silla,frena en friega,detener,,prendida
Silla,regresate hacia atras con mas velocidad,atras,Rapido,prendida
Silla,ve hacia la derecha apurate,derecha,Rapido,prendida
Silla,ve para la izquierda a velocidad normal,izquierda,Normal,prendida
Silla,al lado derecho despacio,derecha,Lento,prendida
Silla,continua en reversa normal,atras,Normal,prendida
Silla,arrancate de frente normal,adelante,Normal,prendida
Silla,bajale la velocidad de inmediato,velocidad,Lento,prendida
Silla,sigue hacia adelante rapido,adelante,Rapido,prendida
Silla,para enfrente con calma,adelante,Lento,prendida
Silla,modo normal ya,velocidad,Normal,prendida
Silla,apagate ahora,apagar,,apagada
Silla,stop en corto,detener,,prendida
Silla,parate ahorita,detener,,prendida
Silla,detencion total al tiro,detener,,prendida
Silla,gira pa' la derecha mas rapido,derecha,Rapido,prendida
Silla,muevete para enfrente mas rapido,adelante,Rapido,prendida
Silla,pa' la derecha lento,derecha,Lento,prendida
Silla,suavecito,velocidad,Lento,prendida
Silla,no tan rapido en corto,velocidad,Lento,prendida
Silla,muevete en reversa suavecito,atras,Lento,prendida
Silla,voltea a la izquierda apurate,izquierda,Rapido,prendida
Silla,rueda derecho,adelante,Normal,prendida
Silla,activate en este momento,prender,,prendida
Silla,de frente con cuidado,adelante,Lento,prendida
Silla,en reversa suavecito,atras,Lento,prendida
Silla,adelantate con calma,adelante,Lento,prendida
Silla,derecho con cuidado,adelante,Lento,prendida
Silla,ve derecho con cuidado,adelante,Lento,prendida
Silla,voltea pa' la izquierda mas rapido,izquierda,Rapido,prendida
Silla,voltea a la derecha mete velocidad,derecha,Rapido,prendida
Silla,ve a la izquierda mas rapido,izquierda,Rapido,prendida
Silla,voltea a la derecha tranqui,derecha,Lento,prendida
Silla,llegale al frente apurate,adelante,Rapido,prendida
Silla,mete mas velocidad en friega,velocidad,Rapido,prendida
Silla,tuerce al lado izquierdo mete velocidad,izquierda,Rapido,prendida
Silla,retrocede despacito,atras,Lento,prendida
Silla,hacia la derecha apurate,derecha,Rapido,prendida
Silla,de reversa con cuidado,atras,Lento,prendida
Silla,stop en caliente,detener,,prendida
Silla,pa' la izquierda,izquierda,Normal,prendida
Silla,gira para la derecha,derecha,Normal,prendida
Silla,ponte en reversa mas rapido,atras,Rapido,prendida
Silla,echale hacia adelante con calma,adelante,Lento,prendida
Silla,ve hacia la izquierda,izquierda,Normal,prendida
Silla,ve despacio en este momento,velocidad,Lento,prendida
Silla,ve al lado izquierdo suavecito,izquierda,Lento,prendida
Silla,derecho lento,adelante,Lento,prendida
Silla,llegale hacia atras mete velocidad,atras,Rapido,prendida
Silla,retrocede tranqui,atras,Lento,prendida
Silla,echale de reversa,atras,Normal,prendida
Silla,no tan rapido ya,velocidad,Lento,prendida
Silla,ve de frente con cuidado,adelante,Lento,prendida
Silla,da vuelta al lado izquierdo mete velocidad,izquierda,Rapido,prendida
Silla,muevete al lado izquierdo apurate,izquierda,Rapido,prendida
Silla,continua al frente mas rapido,adelante,Rapido,prendida
Silla,hazte para atras lento,atras,Lento,prendida
Silla,da marcha atras con cuidado,atras,Lento,prendida
Silla,gira a la izquierda con mas velocidad,izquierda,Rapido,prendida
Silla,ve a la izquierda,izquierda,Normal,prendida
Silla,regresate de reversa con calma,atras,Lento,prendida
Silla,dobla pa' la izquierda,izquierda,Normal,prendida
Silla,hacia la izquierda con mas velocidad,izquierda,Rapido,prendida
Silla,hazte para atras a velocidad normal,atras,Normal,prendida
Silla,voltea a la izquierda tranqui,izquierda,Lento,prendida
Silla,arrancate para enfrente,adelante,Normal,prendida
Silla,toca el claxon de inmediato,claxon,,prendida
Silla,muevete pa' la izquierda despacito,izquierda,Lento,prendida
Silla,voltea pa' la derecha normal,derecha,Normal,prendida
Silla,dobla a la izquierda tranqui,izquierda,Lento,prendida
Silla,pita de una,claxon,,prendida
Silla,frena ya,detener,,prendida
Silla,da vuelta a la izquierda mete velocidad,izquierda,Rapido,prendida
Silla,llegale al frente despacito,adelante,Lento,prendida
Silla,hacia atras normal,atras,Normal,prendida
Silla,ve a la izquierda a velocidad normal,izquierda,Normal,prendida
Silla,dale para atras,atras,Normal,prendida
Silla,a velocidad normal ahorita,velocidad,Normal,prendida
Silla,muevete al lado derecho suavecito,derecha,Lento,prendida
Silla,muevete al lado izquierdo mas rapido,izquierda,Rapido,prendida
Silla,dobla para la derecha,derecha,Normal,prendida
Silla,suena el claxon ahora,claxon,,prendida
Silla,rueda hacia adelante normal,adelante,Normal,prendida
Silla,da vuelta hacia la izquierda,izquierda,Normal,prendida
Silla,para la izquierda tranqui,izquierda,Lento,prendida
Silla,adelantate con mas velocidad,adelante,Rapido,prendida
Silla,para la izquierda mas rapido,izquierda,Rapido,prendida
Silla,ve al frente,adelante,Normal,prendida
Silla,dobla hacia la izquierda lento,izquierda,Lento,prendida
Silla,tuerce pa' la derecha a velocidad normal,derecha,Normal,prendida
Silla,enciendete ahorita,prender,,prendida
Silla,manten velocidad normal ya,velocidad,Normal,prendida
Silla,para todo en friega,detener,,prendida
Silla,ve en reversa,atras,Normal,prendida
Silla,regresate hacia atras,atras,Normal,prendida
Silla,dale de frente tranqui,adelante,Lento,prendida
Silla,voltea a la derecha con cuidado,derecha,Lento,prendida
Silla,camina hacia enfrente con calma,adelante,Lento,prendida
Silla,dobla a la derecha mas rapido,derecha,Rapido,prendida
Silla,al frente con cuidado,adelante,Lento,prendida
Silla,echale hacia adelante,adelante,Normal,prendida
Silla,mas rapido ya,velocidad,Rapido,prendida
Silla,al lado izquierdo,izquierda,Normal,prendida
Silla,alto en este momento,detener,,prendida
Silla,voltea a la derecha con mas velocidad,derecha,Rapido,prendida
Silla,arrancate hacia atras,atras,Normal,prendida
Silla,ponte quieta de una,detener,,prendida
Silla,a la izquierda mete velocidad,izquierda,Rapido,prendida
Silla,para adelante apurate,adelante,Rapido,prendida
Silla,adelantate normal,adelante,Normal,prendida
Silla,hacia atras apurate,atras,Rapido,prendida
Silla,echale derecho,adelante,Normal,prendida
Silla,cortale en corto,detener,,prendida
Silla,dobla pa' la derecha,derecha,Normal,prendida
Silla,ponte quieta en friega,detener,,prendida
Silla,aumenta la velocidad ya,velocidad,Rapido,prendida
Silla,rueda para enfrente con calma,adelante,Lento,prendida
Silla,avanza apurate,adelante,Rapido,prendida
Silla,al lado izquierdo mete velocidad,izquierda,Rapido,prendida
Silla,mas rapido,velocidad,Rapido,prendida
Silla,prende ahorita,prender,,prendida
Silla,bajale la velocidad de una,velocidad,Lento,prendida
Silla,acelera de una,velocidad,Rapido,prendida
Silla,voltea hacia la izquierda,izquierda,Normal,prendida
Silla,ve a la derecha rapido,derecha,Rapido,prendida
Silla,para adelante con mas velocidad,adelante,Rapido,prendida
Silla,gira a la derecha,derecha,Normal,prendida
Silla,a la derecha normal,derecha,Normal,prendida
Silla,para la derecha rapido,derecha,Rapido,prendida
Silla,arrancate en reversa a velocidad normal,atras,Normal,prendida
Silla,ve hacia atras mas rapido,atras,Rapido,prendida
Silla,en reversa con mas velocidad,atras,Rapido,prendida
Silla,gira hacia la izquierda con mas velocidad,izquierda,Rapido,prendida
Silla,pa' atras mas rapido,atras,Rapido,prendida
Silla,arrancate para adelante con mas velocidad,adelante,Rapido,prendida
Silla,muevete hacia la derecha despacio,derecha,Lento,prendida
Silla,ve para enfrente con mas velocidad,adelante,Rapido,prendida
Silla,arrancate pa' atras tranqui,atras,Lento,prendida
Silla,quieta de una,detener,,prendida
Silla,ve para enfrente lento,adelante,Lento,prendida
Silla,echale para enfrente a velocidad normal,adelante,Normal,prendida
Silla,voltea a la izquierda,izquierda,Normal,prendida
Silla,gira para la izquierda mete velocidad,izquierda,Rapido,prendida
Silla,para la izquierda normal,izquierda,Normal,prendida
Silla,ve despacio de inmediato,velocidad,Lento,prendida
Silla,parate en corto,detener,,prendida
Silla,voltea a la izquierda con mas velocidad,izquierda,Rapido,prendida
Silla,dobla para la izquierda a velocidad normal,izquierda,Normal,prendida
Silla,ve hacia la derecha normal,derecha,Normal,prendida
Silla,detente en este momento,detener,,prendida
Silla,para atras a velocidad normal,atras,Normal,prendida
Silla,muevete a la derecha,derecha,Normal,prendida
Silla,a la izquierda con mas velocidad,izquierda,Rapido,prendida
Silla,muevete a la derecha con cuidado,derecha,Lento,prendida
Silla,manten velocidad normal en friega,velocidad,Normal,prendida
Silla,voltea hacia la izquierda despacio,izquierda,Lento,prendida
Silla,al frente lento,adelante,Lento,prendida
Silla,avanza lento,adelante,Lento,prendida
Silla,rueda para atras despacio,atras,Lento,prendida
Silla,con calma de inmediato,velocidad,Lento,prendida
Silla,dale para enfrente normal,adelante,Normal,prendida
Silla,pa' la derecha apurate,derecha,Rapido,prendida
Silla,dobla para la derecha normal,derecha,Normal,prendida
Silla,gira a la izquierda a velocidad normal,izquierda,Normal,prendida
Silla,de frente,adelante,Normal,prendida
Silla,arrancate de reversa rapido,atras,Rapido,prendida
Silla,gira a la derecha rapido,derecha,Rapido,prendida
Silla,a la izquierda suavecito,izquierda,Lento,prendida
Silla,hacia adelante mete velocidad,adelante,Rapido,prendida
Silla,tuerce al lado derecho con mas velocidad,derecha,Rapido,prendida
Silla,hacia la derecha lento,derecha,Lento,prendida
Silla,continua para enfrente,adelante,Normal,prendida
Silla,para adelante suavecito,adelante,Lento,prendida
Silla,prende de inmediato,prender,,prendida
Silla,rueda de reversa mete velocidad,atras,Rapido,prendida
Silla,llegale de reversa mas rapido,atras,Rapido,prendida
Silla,dobla a la izquierda suavecito,izquierda,Lento,prendida
Silla,llegale al frente,adelante,Normal,prendida
Silla,gira hacia la derecha con mas velocidad,derecha,Rapido,prendida
Silla,muevete para enfrente mete velocidad,adelante,Rapido,prendida
Silla,desactivate ahora,apagar,,apagada
Silla,para atras mas rapido,atras,Rapido,prendida
Silla,rueda hacia adelante mas rapido,adelante,Rapido,prendida
Silla,de reversa apurate,atras,Rapido,prendida
Silla,ve al lado izquierdo apurate,izquierda,Rapido,prendida
Silla,tuerce para la izquierda a velocidad normal,izquierda,Normal,prendida
Silla,voltea al lado derecho tranqui,derecha,Lento,prendida
Silla,da vuelta al lado izquierdo,izquierda,Normal,prendida
Silla,tuerce a la izquierda suavecito,izquierda,Lento,prendida
Silla,dale al frente con mas velocidad,adelante,Rapido,prendida
Silla,continua hacia adelante apurate,adelante,Rapido,prendida
Silla,al lado izquierdo suavecito,izquierda,Lento,prendida
Silla,muevete de frente apurate,adelante,Rapido,prendida
Silla,voltea a la derecha suavecito,derecha,Lento,prendida
Silla,apaga de inmediato,apagar,,apagada
Silla,voltea pa' la derecha,derecha,Normal,prendida
Silla,continua en reversa,atras,Normal,prendida
Silla,al lado derecho mas rapido,derecha,Rapido,prendida
Silla,quieta,detener,,prendida
Silla,gira a la derecha apurate,derecha,Rapido,prendida
Silla,dale para enfrente suavecito,adelante,Lento,prendida
Silla,arrancate para atras normal,atras,Normal,prendida
Silla,al lado derecho con calma,derecha,Lento,prendida
Silla,muevete al lado derecho mete velocidad,derecha,Rapido,prendida
